title,condition,fuel,odometer,title status,transmission,url,price,cylinders,drive,paint color,size,type,VIN,brand
2011 toyota tacoma,,gas,150987,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/toms-river-wanted-toyota-tacoma/7687223542.html,9000,,,,,,,toyota
2002 chevy camaro,like new,gas,94000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/manahawkin-2002-chevy-camaro-ss-35th/7687181650.html,21500,8 cylinders,rwd,red,full-size,coupe,,chevy
2006 acura mdx,excellent,gas,155000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/toms-river-2006-acura-mdx-touring-with/7687148666.html,4200,6 cylinders,fwd,blue,mid-size,SUV,,acura
2010 mercedes benz r350 4matic,fair,gas,123000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/seaside-heights-2010-mercedes-benz-r350/7687131324.html,5000,6 cylinders,4wd,white,full-size,wagon,,
2004 chrysler town and country limite,excellent,gas,110000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/toms-river-2004-chrysler-town-and/7687119029.html,3700,6 cylinders,fwd,silver,mid-size,mini-van,,chrysler
2006 toyota camry solara convertible,excellent,gas,103000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/toms-river-2006-toyota-solara-sl-low/7687115959.html,4400,6 cylinders,fwd,white,mid-size,coupe,,toyota
2012 chevrolet impala lt,,gas,108000,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/lakewood-2012-chevrolet-impala-lt-108k/7687086204.html,6950,,fwd,,,,,chevrolet
2001 infiniti g30,excellent,gas,101468,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/burlington-2001-infiniti-i30-great/7687053985.html,2995,6 cylinders,fwd,silver,,sedan,,infiniti
2007 hyundai accent,excellent,gas,107428,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/burlington-2007-hyundai-accent-107k/7687038137.html,2995,4 cylinders,fwd,silver,,hatchback,,hyundai
2011 toyota sienna,,gas,150987,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/toms-river-wanted-toyota-sienna/7687025255.html,9000,,,,,,,toyota
2011 toyota rav4,,gas,150987,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/toms-river-wanted-toyota-rav/7687020614.html,9000,,,,,,,toyota
2010 ford fusion sel awd,excellent,gas,113267,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/burlington-2010-ford-fusion-sel-awd/7687008206.html,4395,6 cylinders,4wd,white,,sedan,,ford
2015 2015 toyota camry,like new,gas,37000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/waretown-2015-toyota-camry/7686956347.html,18500,4 cylinders,fwd,grey,compact,,,toyota
2016 Lexus ES350,excellent,gas,48900,clean,automatic,https://jerseyshore.craigslist.org/cto/d/asbury-park-2016-lexus-es-luxury/7686955557.html,26000,6 cylinders,fwd,grey,full-size,sedan,58ABK1GG3GU030080,lexus
2008 nissan altima,excellent,gas,189000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/manahawkin-2008-nissan-altima-35-se/7686878719.html,3500,6 cylinders,fwd,green,mid-size,sedan,,nissan
1997 ford f350,good,gas,202320,clean,automatic,https://jerseyshore.craigslist.org/cto/d/toms-river-1997-ford-f350-for-sale/7686853212.html,8000,8 cylinders,rwd,green,full-size,truck,1FDHF35H7VEA84535,ford
2005 Harley Davidson Fat Boy,like new,gas,5500,clean,manual,https://jerseyshore.craigslist.org/cto/d/brick-2005-harley-davidson-fat-boy/7686838714.html,7800,,,white,,,,
2008 Nissan Altima 2.5 S Sedan,,gas,185050,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/toms-river-2008-nissan-altima-25-4-door/7686832704.html,2800,4 cylinders,fwd,blue,,sedan,,nissan
2016 mercedes-benz sprinter 2500 170,excellent,diesel,118600,clean,automatic,https://jerseyshore.craigslist.org/cto/d/jackson-2016-mercedes-sprinter-wb170/7686718629.html,28400,4 cylinders,rwd,black,full-size,van,WD4PE8DD1GP186442,mercedes-benz
2005 toyota prius,,hybrid,122000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/old-bridge-2005-toyota-prius-low-miles/7686694113.html,6500,,,,,,,toyota
1998 chevy s10,excellent,gas,91000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/neptune-1998-chevy-s10/7686670478.html,4900,6 cylinders,rwd,red,mid-size,pickup,,chevy
1976 1976 Triumph TR6,good,gas,45000,clean,manual,https://jerseyshore.craigslist.org/cto/d/neptune-1976-triumph-tr6/7686660667.html,4900,6 cylinders,rwd,green,compact,convertible,,
2010 subaru tribeca ltd,good,gas,173926,clean,automatic,https://jerseyshore.craigslist.org/cto/d/toms-river-2010-subaru-tribeca-suv/7686658972.html,7000,,,white,,SUV,,subaru
2006 ford explorer,fair,gas,190000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/tennent-2006-ford-explorer/7686643753.html,2700,6 cylinders,4wd,white,full-size,SUV,,ford
2011 chevy impala PPV,excellent,gas,204000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/jackson-2011-chevy-impala-ppv/7686596240.html,4500,6 cylinders,fwd,custom,full-size,sedan,,chevy
2008 toyota highlander,excellent,hybrid,249000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/jackson-2008-toyota-highlander-hybrid/7686590631.html,5500,6 cylinders,4wd,white,full-size,SUV,,toyota
2002 2002 volkswagen Passat,good,gas,109000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/fort-monmouth-2002-volkswagen-passat/7686559789.html,1650,4 cylinders,fwd,grey,mid-size,sedan,,volkswagen
2008 toyota camry,,gas,230000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/brick-2008-toyota-camry/7686541222.html,3000,,,,,,,toyota
2008 bmw 328xi awd,excellent,gas,145689,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/burlington-2008-bmw-328xi-automatic-all/7686511417.html,4350,6 cylinders,4wd,blue,,sedan,,bmw
2023 wheelchair handicap van,new,gas,14,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/nashua-2023-ram-promaster-wb-left-for/7686460461.html,84900,6 cylinders,fwd,white,full-size,van,,
2012 vw cc sport,excellent,gas,153000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/brick-2012-vw-cc-lux/7686459507.html,4250,4 cylinders,,silver,,,,
2013 kia sorento,excellent,gas,127000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/brick-2013-kia-sorento-lx/7686399675.html,8495,4 cylinders,fwd,,,,,kia
2007 mercedes benz slk280,excellent,gas,160000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/brick-2007-mercedes-benz-slk280/7686398975.html,7495,6 cylinders,,silver,,,,
2010 toyota prius iii,,gas,159000,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/lakewood-2010-toyota-prius-iii-reliable/7686282073.html,7450,,,,,,,toyota
2007 HONDA RIDGELINE RTL AWD,excellent,gas,189489,clean,automatic,https://jerseyshore.craigslist.org/cto/d/lakewood-07-honda-ridgeline-rtl/7686122477.html,5975,6 cylinders,4wd,silver,mid-size,pickup,,honda
2007 HONDA RIDGELINE RTL AWD,excellent,gas,189489,clean,automatic,https://jerseyshore.craigslist.org/cto/d/lakewood-07-honda-ridgeline-rtl-awd/7686117072.html,5975,6 cylinders,4wd,green,mid-size,pickup,,honda
2012 land rover range rover sport,excellent,gas,122580,clean,automatic,https://jerseyshore.craigslist.org/cto/d/howell-2012-range-rover-sport/7686105070.html,11000,8 cylinders,4wd,white,full-size,SUV,,land rover
2010 Mercdes benz glk 350,excellent,gas,78000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/point-pleasant-beach-2010-mercedes-glk/7686096765.html,10900,,4wd,black,,SUV,,
1950 packard,good,gas,24020,clean,manual,https://jerseyshore.craigslist.org/cto/d/howell-1950-packard/7686055212.html,12000,8 cylinders,rwd,black,full-size,sedan,2392575603,
2010 ford mustang,like new,gas,62500,clean,manual,https://jerseyshore.craigslist.org/cto/d/brick-2010-mustang-gt-premium/7686047511.html,18800,8 cylinders,rwd,silver,mid-size,coupe,,ford
2019 Toyota Camry LE,like new,gas,61126,clean,automatic,https://jerseyshore.craigslist.org/cto/d/lakewood-2019-toyota-camry-le-cylinder/7685961717.html,18900,4 cylinders,fwd,grey,full-size,sedan,,toyota
2006 chevy cobalt lt,good,gas,92261,clean,automatic,https://jerseyshore.craigslist.org/cto/d/toms-river-2006-chevy-cobalt/7685872459.html,3000,4 cylinders,,,,sedan,,chevy
2010 toyota corolla,like new,gas,165000,clean,manual,https://jerseyshore.craigslist.org/cto/d/west-long-branch-2010-toyota-corolla/7685811572.html,6400,4 cylinders,fwd,silver,,,,toyota
2008 ford f350 super duty,good,diesel,127000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/toms-river-f350/7685810724.html,14900,8 cylinders,,silver,full-size,pickup,,ford
1971 Volkswagen,good,gas,156455,clean,manual,https://jerseyshore.craigslist.org/cto/d/seaside-park-vw-bus-orb/7685764119.html,18000,4 cylinders,rwd,orange,full-size,bus,,volkswagen
2005 jeep wrangler unlimited,like new,gas,222222,clean,manual,https://jerseyshore.craigslist.org/cto/d/asbury-park-2005-jeep-wrangler/7685658118.html,13500,6 cylinders,4wd,white,,,1J4FA44S55P353174,jeep
2009 jeep liberty limited,good,gas,149205,clean,automatic,https://jerseyshore.craigslist.org/cto/d/farmingdale-2009-jeep-liberty-wheel/7685624020.html,4200,6 cylinders,4wd,black,,SUV,,jeep
2010 hyundai sonata,,gas,148891,clean,automatic,https://jerseyshore.craigslist.org/cto/d/howell-2010-hyundai-sonata-gls/7685615139.html,4500,4 cylinders,,grey,,,,hyundai
2001 toyota 4runner sr5,excellent,gas,269645,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/burlington-2001-toyota-4runner-sr5-4x4/7685608357.html,2650,6 cylinders,4wd,silver,,SUV,,toyota
2008 bmw 528xi,good,gas,70000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/sayreville-2008-bmw-528xi/7685583689.html,7900,6 cylinders,4wd,black,full-size,sedan,WBANV13528CZ58987,bmw
2006 lexus rx330 awd,excellent,gas,191789,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/burlington-2006-lexus-rx330-runs-drives/7685577794.html,4650,6 cylinders,4wd,blue,,SUV,,lexus
2012 audi q5,good,gas,170000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/brick-2012-audi-q5-quattro/7685575918.html,7500,6 cylinders,4wd,black,full-size,SUV,,audi
1991 Amertek Crash/Rescue,excellent,diesel,18843,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/new-egypt-1991-amertek-fire-truck-4x4/7685562981.html,12500,6 cylinders,4wd,red,,truck,289A27286MD032036,
2007 Jeep Grand Cherokee Laredo 4WD,,gas,151050,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/toms-river-2007-jeep-grand-cherokee/7685553395.html,4500,6 cylinders,4wd,silver,,SUV,,jeep
2008 toyota sienna xle,excellent,gas,190756,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/burlington-2008-toyota-sienna-xle-runs/7685545556.html,3350,6 cylinders,fwd,blue,,mini-van,,toyota
2016 ram promaster city,excellent,gas,63422,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/fort-monmouth-2017-ram-promaster-city/7685509328.html,16990,4 cylinders,rwd,white,full-size,van,,ram
2014 Nissan Pathfinder s 4x4,excellent,gas,93774,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/port-monmouth-2014-nissan-pathfinder/7685492490.html,9999,6 cylinders,4wd,black,mid-size,SUV,5N1AR2MM2EC667978,nissan
1950 dodge meadowbrook,good,gas,54714,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/port-monmouth-1950-dodge-meadowbrook/7685490363.html,7499,6 cylinders,,,full-size,SUV,D34220639,dodge
2004 jeep grand cherokee 4wd,good,gas,186000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/toms-river-2004-jeep-grand-cherokee/7685465239.html,3600,6 cylinders,4wd,red,,,,jeep
2008 toyota avalon limited,excellent,gas,283000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/lakewood-2008-toyota-avalon-limited/7685464785.html,3900,6 cylinders,,grey,,sedan,,toyota
2010 CHEVY HHR PANEL,good,gas,178871,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/brick-2010-chevy-hhr-panel-truck/7685461868.html,6195,4 cylinders,fwd,white,,truck,,chevy
1966 Ford mustang 289,,gas,77000,clean,manual,https://jerseyshore.craigslist.org/cto/d/fair-lawn-1966-ford-mustang-289-v8/7685461453.html,7950,,,,,,,ford
1980 ford f100,excellent,gas,16300,clean,automatic,https://jerseyshore.craigslist.org/cto/d/manasquan-ford/7685416804.html,16900,6 cylinders,rwd,blue,full-size,pickup,,ford
2008 saab 9-3,good,gas,120000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/oakhurst-2008-saab-convertible/7685301122.html,4900,4 cylinders,fwd,blue,,convertible,,saab
1988 1988   Mercedes 560 SL,like new,gas,56000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/manasquan-1988-mercedes-560sl/7685272387.html,35000,8 cylinders,rwd,white,compact,convertible,,
2008 honda cr-v lx,good,gas,137000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/asbury-park-2008-honda-cr-lx/7685238461.html,5800,4 cylinders,,blue,mid-size,SUV,JHLRE48328C024098,honda
2007 Chevrolet Tahoe LT,like new,gas,145877,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/point-pleasant-beach-2007-chevy-tahoe/7685195792.html,8995,8 cylinders,4wd,white,full-size,SUV,,chevrolet
2012 Hyundai Sonata GLS 4dr Sedan,like new,gas,108950,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/point-pleasant-beach-2012-hyundai/7685139166.html,6995,4 cylinders,fwd,red,mid-size,sedan,,hyundai
2015 ford f450 super duty,excellent,gas,316050,lien,automatic,https://jerseyshore.craigslist.org/cto/d/ocean-gate-bus/7685127115.html,8500,8 cylinders,rwd,white,,bus,,ford
2010 volkswagen routan,excellent,gas,1010441,clean,automatic,https://jerseyshore.craigslist.org/cto/d/lakewood-2010-volkswagen-routan/7685068992.html,9800,6 cylinders,fwd,black,full-size,mini-van,2V4RW5DX3AR435196,volkswagen
2013 hyundai elantra,good,gas,167874,clean,automatic,https://jerseyshore.craigslist.org/cto/d/jackson-2013-hyundai-elantra/7685067326.html,4900,4 cylinders,fwd,,,,KMHDH4AE7DU631141,hyundai
2007 Dodge Magnum,good,gas,115000,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/fort-washington-2007-dodge-magnum/7685050453.html,3000,6 cylinders,fwd,grey,,wagon,,dodge
2010 bmw 7 series 750li xdrive,good,gas,101000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/toms-river-2010-bmw-750li-xdrive/7684996079.html,7750,8 cylinders,rwd,black,full-size,sedan,WBAKC8C50AC430694,bmw
2011 2011 mazda 3,good,gas,158000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/toms-river-2011-mazda-for-sale-3800/7684927446.html,3800,4 cylinders,fwd,silver,mid-size,sedan,,mazda
2012 ford flex,good,gas,156000,rebuilt,automatic,https://jerseyshore.craigslist.org/cto/d/ford-flex-2012/7684899956.html,4499,,,,,SUV,,ford
2007 nissan altima 2.5 s,excellent,gas,105690,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/burlington-2007-nissan-altima-4cyl-105k/7684883671.html,3850,4 cylinders,fwd,grey,,sedan,,nissan
2013 hyundai accent gls,excellent,gas,103467,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/burlington-2013-hyundai-accent-103k/7684872392.html,5350,4 cylinders,fwd,black,,sedan,,hyundai
2011 ford transit connect xl,good,gas,154420,clean,automatic,https://jerseyshore.craigslist.org/cto/d/toms-river-2011-ford-transit-connect/7684853665.html,10750,4 cylinders,fwd,white,,van,NM0LS7AN6BT050815,ford
1999 dodge durango slt,excellent,gas,164540,clean,automatic,https://jerseyshore.craigslist.org/cto/d/point-pleasant-beach-1999-dodge-durango/7684823824.html,2995,8 cylinders,4wd,green,mid-size,SUV,,dodge
2003 ford f250,,diesel,233957,clean,automatic,https://jerseyshore.craigslist.org/cto/d/brick-2003-ford-f250xlt-superduty-73l/7684766842.html,7500,8 cylinders,4wd,black,full-size,pickup,,ford
2015 infiniti q40,like new,gas,97000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/howell-2015-infiniti-q40/7684711359.html,9800,6 cylinders,4wd,black,full-size,sedan,,infiniti
2012 volkswagen eos komfort edition,excellent,gas,104200,clean,automatic,https://jerseyshore.craigslist.org/cto/d/spring-lake-eos-convertible/7684679850.html,8500,4 cylinders,fwd,black,compact,convertible,,volkswagen
2005 GMC C8500,excellent,diesel,172350,clean,automatic,https://jerseyshore.craigslist.org/cto/d/brick-2005-gmc-c8500-cable-placer/7684670623.html,39500,8 cylinders,rwd,white,full-size,truck,,gmc
2009 toyota camry,,gas,165000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/lakewood-car-for-sale-by-owner/7684552196.html,6950,6 cylinders,fwd,black,full-size,sedan,,toyota
2005 mercedes-benz sprinter 2500,fair,diesel,213000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/lakewood-2005-sprinter-2500-camper-van/7684524859.html,11500,,fwd,blue,,other,,mercedes-benz
2005 honda pilot ex,fair,gas,220000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/howell-2005-honda-pilot/7684504644.html,4000,6 cylinders,4wd,white,mid-size,SUV,,honda
2017 Nissan Pathfinder,like new,gas,83700,clean,automatic,https://jerseyshore.craigslist.org/cto/d/lanoka-harbor-nissan-pathfinder-platinum/7684448153.html,18900,6 cylinders,4wd,grey,full-size,SUV,5N1DR2MM7HC651325,nissan
2002 2002 ford F150,good,gas,242448,clean,automatic,https://jerseyshore.craigslist.org/cto/d/brick-2002-ford-f150-xlt/7684444990.html,2400,8 cylinders,4wd,silver,full-size,pickup,,ford
2000 DODGE DURANGO,fair,gas,203000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/asbury-park-2000-dodge-durango-suv/7684395550.html,2000,8 cylinders,4wd,white,,SUV,,dodge
2012 nissan maxima,,gas,131000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/freehold-2012-nissan-maxima/7684377037.html,6900,,,,,,,nissan
1960 Pontiac Bonneville,good,gas,14000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/ringoes-1960-pontiac/7684308030.html,18950,8 cylinders,rwd,red,full-size,coupe,,pontiac
1960 Pontiac Bonneville,good,gas,14000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/ringoes-1960-pontiac/7684303170.html,18950,8 cylinders,rwd,red,full-size,coupe,,pontiac
2004 FORD RANNGER COOL TRUCK,excellent,gas,198489,clean,automatic,https://jerseyshore.craigslist.org/cto/d/lakewood-04-ranger-v6-30-1owner/7684293278.html,3500,6 cylinders,rwd,custom,compact,truck,,ford
1977 1977 chevy K10 Bonanza edition,excellent,gas,105890,clean,automatic,https://jerseyshore.craigslist.org/cto/d/eatontown-1977-chevy-k10-bonanza/7684252918.html,22500,8 cylinders,4wd,white,,truck,,chevy
2010 volkswagen tiguan,fair,gas,150000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/fort-monmouth-2010-volkswagen-tiguan/7684204457.html,3900,4 cylinders,4wd,black,,SUV,,volkswagen
2004 Ford,fair,gas,200000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/fort-monmouth-ford-2004-for-sale/7684189058.html,3900,8 cylinders,4wd,black,compact,pickup,,ford
2016 chrysler town & country,excellent,gas,158645,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/burlington-2016-chrysler-town-and/7684129054.html,4995,6 cylinders,fwd,grey,,mini-van,,chrysler
2005 Chevrolet Envoy XUV,like new,gas,152115,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/point-pleasant-beach-2005-gmc-envoy-xuv/7684122332.html,5500,6 cylinders,4wd,red,mid-size,SUV,,chevrolet
2014 chevrolet sonic lt,good,gas,106243,clean,automatic,https://jerseyshore.craigslist.org/cto/d/asbury-park-2014-chevrolet-sonic-lt/7684103555.html,5250,,fwd,white,,,,chevrolet
2006 audi a6 avant quattro,excellent,gas,179756,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/burlington-2006-audi-a6-32-avant/7684097281.html,3350,6 cylinders,4wd,blue,,wagon,,audi
1989 Mercedes Benz  300 S,like new,gas,60000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/tennent-mercedes-benz/7684093885.html,15000,6 cylinders,rwd,,full-size,sedan,,
1989 Mercedes Benz 300 S,like new,gas,60000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/tennent-mercedes-benz-300s-1989/7684091341.html,15000,6 cylinders,rwd,custom,full-size,sedan,,
2007 Chevrolet Tahoe,excellent,gas,142794,clean,automatic,https://jerseyshore.craigslist.org/cto/d/point-pleasant-beach-06-chevy-tahoe-z71/7684079286.html,7995,8 cylinders,4wd,blue,full-size,SUV,,chevrolet
2006 pontiac g6 gtp convertible,excellent,gas,106679,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/burlington-2006-pontiac-g6-gtp/7684048320.html,3995,6 cylinders,fwd,black,,convertible,,pontiac
1985 chevy silverado,excellent,gas,12345,clean,other,https://jerseyshore.craigslist.org/cto/d/lanoka-harbor-1985-chevy-silverado-c10/7683905485.html,54000,8 cylinders,rwd,red,mid-size,pickup,,chevy
2012 bmw 750i xdrive,excellent,gas,94000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/oakhurst-2012-bmw-750il-drive-clean/7683795819.html,12999,8 cylinders,4wd,black,full-size,sedan,WBAKC8C58CC435080,bmw
2003 toyota camry xle,good,gas,159000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/jackson-2003-toyota-camry-xle/7683776824.html,4500,6 cylinders,fwd,,,,,toyota
2015 bmw x5 xdrive35i,excellent,gas,90050,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/port-monmouth-2015-bmw-35i-awd/7683731477.html,17900,,4wd,,,,5UXKR0C53F0P09003,bmw
2011 ford mustang,like new,gas,28800,clean,manual,https://jerseyshore.craigslist.org/cto/d/brick-2011-ford-mustang-gt/7683709563.html,26600,8 cylinders,,black,,coupe,,ford
1998 Honda passport,,gas,221000,clean,manual,https://jerseyshore.craigslist.org/cto/d/jackson-1998-honda-passport/7683655608.html,1000,,4wd,white,full-size,hatchback,,honda
2004 Suburu wrx,excellent,gas,128000,clean,manual,https://jerseyshore.craigslist.org/cto/d/brick-2004-suburu-wrx/7683630232.html,7500,4 cylinders,fwd,blue,,,,
2004 volvo c70,good,gas,97000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/spring-lake-volvo-c70/7683613558.html,3500,,fwd,white,mid-size,convertible,,volvo
2014 2014 fiat 500,fair,gas,124000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/long-branch-2014-fiat-door-automatick/7683587097.html,4950,4 cylinders,,black,,,,fiat
2014 kia sorento,excellent,gas,182000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/ocean-view-2104-kia-sorento1-ownerwell/7683575871.html,8000,4 cylinders,fwd,silver,full-size,SUV,,kia
2023 Mini-T Campervan,new,gas,11,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/lake-crystal-2023-mini-campervan-solar/7683572312.html,61500,4 cylinders,fwd,,,van,NM0GE9F20P1556663,mini
2013 GMC Savanna,like new,gas,235000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/asbury-park-2013-gmc-savanna-15/7683570842.html,15800,8 cylinders,rwd,blue,full-size,van,1GJZ71FA2D1161905,gmc
2017 toyota sienna,excellent,gas,46150,clean,automatic,https://jerseyshore.craigslist.org/cto/d/lakewood-2017-toyota-sienna/7683545870.html,42000,6 cylinders,fwd,white,full-size,mini-van,,toyota
2006 jeep liberty sport 4x4,excellent,gas,182367,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/burlington-2006-jeep-liberty-4x4-sport/7683484486.html,1850,6 cylinders,4wd,blue,,SUV,,jeep
2005 mazda tribute es-v6,excellent,gas,153478,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/burlington-2005-mazda-tribute-4wd-auto/7683437482.html,2250,6 cylinders,4wd,red,,SUV,,mazda
2007 hyundai elantra gls,good,gas,99000,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/belmar-2007-hyundai-elantra-gls/7683424890.html,3800,4 cylinders,fwd,black,mid-size,sedan,,hyundai
2004 ford e450 super duty,good,diesel,214000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/brielle-2004-ford-e450-utility-box/7683361868.html,6500,8 cylinders,rwd,white,full-size,truck,,ford
2018 chevy,excellent,gas,35500,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/kingston-2018-gmc-2500-sherrod/7683306039.html,49900,8 cylinders,rwd,white,full-size,van,,chevy
2006 honda accord lx,good,gas,200000,salvage,automatic,https://jerseyshore.craigslist.org/cto/d/asbury-park-2006-honda-accord/7683260540.html,5500,4 cylinders,,,,,,honda
2005 kia sedona,like new,gas,57000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/navesink-kia-sedona/7683247951.html,7500,6 cylinders,fwd,white,full-size,mini-van,,kia
1984 cadillac seville,fair,gas,6000,clean,automatic,https://jerseyshore.craigslist.org/cto/d/toms-river-black-84-cadillac-seville/7683173334.html,3000,8 cylinders,fwd,black,,,,cadillac
2009 ford f-350 super duty,fair,diesel,82500,clean,automatic,https://jerseyshore.craigslist.org/cto/d/lawrence-township-2009-350-super-duty/7683162829.html,15000,8 cylinders,4wd,white,,truck,,ford
2012 chevy colorado ext cab,excellent,gas,193478,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/burlington-2012-chevy-colorado-extended/7683105721.html,2995,5 cylinders,rwd,white,,pickup,,chevy
2017 2017 Mercedes GLE 350,excellent,gas,33500,clean,automatic,https://jerseyshore.craigslist.org/cto/d/island-heights-2017-mercedes-benz-gle/7683090632.html,28500,,,,full-size,SUV,4JGDA5HB0HA897873,
2018 chevy silverado 3500hd,,gas,178300,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/newfield-2018-chevy-silverado-gas-4wd/7683087818.html,29995,8 cylinders,4wd,,,,,chevy
2018 mazda cx-5 touring,excellent,gas,98335,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/port-monmouth-2018-mazda-cx-touring/7683086648.html,17600,,,,,,JM3KFBCM4J0399795,mazda
2014 chevy silverado 3500hd,,gas,189500,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/newfield-2016-chevy-silverado-3500/7683071525.html,19995,8 cylinders,rwd,,,,,chevy
2006 ford explorer xlt,excellent,gas,145689,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/burlington-2006-ford-explorer-4x4-very/7683066024.html,3650,6 cylinders,4wd,red,,SUV,,ford
1931 ford,good,gas,1515,clean,manual,https://jerseyshore.craigslist.org/cto/d/lanoka-harbor-1931-ford-model-tudor/7683008555.html,13500,4 cylinders,rwd,,,sedan,,ford
2013 volkswagon jetta,excellent,gas,125789,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/burlington-2013-volkswagon-jetta-125k/7682946058.html,4995,4 cylinders,fwd,grey,,sedan,,
2010 jeep liberty sport 4x4,good,gas,102000,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/belmar-2010-jeep-liberty-sport/7682929533.html,4900,6 cylinders,4wd,black,full-size,SUV,,jeep
2012 mercedes benz e350 bluetec,excellent,diesel,98268,clean,automatic,https://jerseyshore.craigslist.org/ctd/d/port-monmouth-2012-mercedes-benz-350/7682899286.html,10900,6 cylinders,,silver,mid-size,sedan,WDDHF2EB5CA527818,
